review_date,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_month
1995-07-19,US,53096552,R3SM9591SGTMJ,517593483,114000000.0,Fingerprints Of The Gods: The Evidence of Earth's Lost Civilization,Books,5,0,1,False,False,This book will open your mind to the past Excellent,The author has a keen sense of how to unfold his entire theory over 500 pages so that you leave the book convinced of the strong possibility that it is true and want to read more about the subject of lost civilizations I cant wait to read quotWhen the Sky fellquot once its released by Ruth AnnFlems,7
1995-09-09,US,53096269,R3BZLVW82BB26O,067942573X,177964798.0,Taltos: Lives of the Mayfair Witches,Books,5,2,2,False,False,Incredible,Anne Rices Taltos is the best of the Mayfair Witch seriesOld friends are back with new additions in one of the mostcomplex stories Rice has ever written A must read for die hard Anne Rice fans,9
1995-09-25,US,53096242,R1QWDW68081BCY,553471880,87075246.0,The Face on the Milk Carton,Books,5,0,0,False,False,A verry good listen,An outstanding book If you dont have the time to read the book this cassette set is just as good Miss Jodi Benson the voice of the little mermaid Reads the story of a grild who find out she was kidnapped 12 years before DO NOT let the fact that this is a book for young adults through you off Halfway though it I forgot altoghter It is that good,9
1995-08-03,US,53095838,R1JWDL4NYO6Y3R,441790976,135813149.0,The Stress of Her Regard,Books,5,5,5,False,False,Tim Powers at his best,quotThe Stress of her Regardquot is simply Tim Powers finest work As in other Powers books this one takes several historical figures Byron Shelley Keets and others an vivid description of the setting in time and place a bit of historical detail and some wonderful fantasy and blends them together in an unforgetable book quotThe Stress of her Regardquot tells the story of Byron Shelley an heroic OBGYN the terrible muse who quotgivesquot them their poetry and their attempts sometimes halfhearted to be free of her Another wonderful Powers novel is quotLast Callquot which is set in modern day California and Nevada and tells the story of Buggsie Seagal Poker Tarot cards Las Vegas and how they all relate to the Fisher King If you like well thought out novels which draw a huge number of often strange bits of fact and fantasy together the novels of Tim Powers will be sure delight you,8
1995-07-24,US,53096476,RDMTU5D4QUNDW,441552803,31661219.0,Robert Asprin's Myth Series,Books,5,0,0,False,False,MUST GET THIS OR YOU DIE,Read my review of Book 1 Another Fine Myth These books are awesome but there are alot more than just these first four Funny and adventurous with a lot of colourful characters,7
1995-08-13,US,53096384,R63J84G1LOX6R,1563890119,763187671.0,The Sandman Vol. 1: Preludes and Nocturnes,Books,4,0,1,False,False,ignore the review below,this is the first 8 issues of the series it is the starting point of all this it also contains the sound of her wings issue 8 which is the first appearance of death and many peoples favorite issue its not the best of the collected works but its the start of them,8
1995-10-06,US,53095150,R2HTSF3BSU3VVI,679408754,53542027.0,Sacred Horses:: Memoirs of a Turkmen Cowboy,Books,5,10,11,False,False,Fascinating story of exotic horses and people,Maslow travelled to Turkestan one of the newly independent Russian Central Asian states northeast of Iran on a search for the fabled AkhalTeke horse perhaps the progenitor of all modern horses from the Byerley Turk to Mr Ed His adventures in this rather unique locale range from hilarious to incredible Runins with KGB agents who have nothing better to do fixing the unsanitary sink in his hosts home a doctor no less and taking the night train across the forbidding Kyzl Kum desert are just some of the fascinating adventures If you like travel writing horses adventure or just love a good book this is one you owe it to yourself to check out,10
1995-07-25,US,52948753,RGMXBO83MNUM,679412840,47673745.0,Robert Louis Stevenson:: A Biography,Books,5,9,9,False,False,Outstanding Moving Biography,Incredible exciting poignant biography of an underrated writer and wonderful man Although McLynn is obviously a fan it never becomes hagiography This will have you reading Treasue Island again and wanting to travel to Scotland and Samoa,7
1995-10-24,US,53096008,RUZZCQY0HXME1,807118737,796615899.0,"The Battle of the Wilderness, May 5--6, 1864",Books,5,3,3,False,False,A Civil War battle book of the highest caliber,If you are a Civil War buff as I am you will find Battle of The Wilderness one of the best researched and written books of the gendre Rheas descriptions are vivid and even though you know the outcome of this battle you relive every hour through his step by step recounting of the action For those who have never read Civil War history this is a moving tale of two of the greatest Generals locked in mortal combat as well as how the common soldier fared in one of the most bloody battles of the Civil War,10
1995-10-24,US,53095936,R46RVPXPTEUVM,517702258,944860236.0,Tom: The Unknown Tennessee Williams,Books,5,3,3,False,False,An outstanding biography  a sure prize contender,quotTomquot by Lyle Leverich is a truly outstanding work Tennessee Williams himself picked Leverich to be his quotofficialquot biographer before he died Indeed Leverich was quite friendly with Williams the last few years of his life and came to know him quite well Ordinarily friendship can cause the biographer to lose his objectivity Thats not the case here But the book isnt simply a collection of dates and events  it reads like a good novel and is extremely wellwritten and wellresearched Ill be very surprised if quotTomquot isnt nominated for a major literary award this year,10
1995-09-27,US,52659746,R3U5QZLWTZ9RGM,940087421,984084968.0,Book of Fax: An Impartial Guide to Buying and Using Facsimile Machines,Books,5,0,0,False,False,A must have reference for any fax buyer or user,This is without question my favorite book,9
1995-11-11,US,53096485,R87VUTMFOE6N,B000002OTL,877615083.0,Pulp Fiction: Music From The Motion Picture,Music,5,0,1,False,False,Pulp Fiction Soundtrack EXCELLENT,Pulp Fiction the movie is one of my favorite movies The soundtrack is excellent I reccommend it EMail me and tell me your thoughts on the movie amp the soundtrack of PULP FICTION END,11
1995-09-14,US,53072252,R2GS317RLZIM6Q,393310353,323732312.0,"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life (Norton Paperback)",Books,4,2,3,False,False,A concise and readable popularisation of Game Theory,The authors write with clarity in a field which they have both academic and practical experience If you are interested at all in Game Theory and you should be then this is a great introduction Note some mathematical thinking is involved,9
1995-09-12,US,53096258,R2P5IZBKDX871J,380710218,602429584.0,Post-mortem,Books,5,0,0,False,False,If you love murder mystery suspense you wont put it down,Ive read all her bookswonderful plots great female mainbr character Start with the first and read them in order You wont wantbr to put them down,9
1995-09-25,US,53096207,R26AAJBFV1X5EW,848808258,900945877.0,Arrowsmith (Modern Classic),Books,4,0,1,False,False,Pulitzer or not this is a prized favorite,While reading some older pulitzer winners I found a copy of quotArrowsmithquot and decided to plunge in This is a deliteful story about an ambitious young doctor in the 1920s and his struggle to find a quotworthyquot use of his medical skills A thinly veiled contempt for commercialized medicine runs throughout the story but never gets too quotpreachyquot A very good choice for any med student or young doctor or anyone at all,9
1995-11-21,US,53095692,RQR7102OERFLE,553299077,87417247.0,The Face of the Waters,Books,5,0,0,False,False,Would have made a better screenplay than WATERWORLD,One of AGbergs best A wonderfully lucid view of Hydros a planet of water and the search by marooned earthmen for paradise and spiritual redemtion A remarkable journey through an exotic alien world Read it,11
1995-09-30,US,53096149,R3LU4X54RG2EOX,449222802,618027596.0,Ask Me No Questions,Books,5,1,1,False,False,The best installment of Tales of the Jewelled Men to date,This continuation of the Tales of the Jewelled Men series gives us the story of Gordon Chandler whose brothers story opened The Golden Chronicles her previous series about Georgian England The web woven by the nefarious League of Jewelled Men seems truly inescapable in this installment and Veryan keeps the reader guessing until the final pages The love story is told very gracefully with charming flourishes and the added interest of a set of twins Highly recommended,9
